('05', '08', '11', '17', '29', '43'):1
('03', '10', '14', '24', '25', '38'):1
('06', '17', '19', '20', '34', '46'):1
('08', '16', '19', '23', '38', '43'):1
('03', '11', '15', '22', '34', '38'):1
('10', '13', '22', '23', '33', '34'):1
('12', '18', '23', '25', '33', '35'):1
('15', '22', '25', '28', '44', '45'):1
('02', '04', '13', '22', '38', '48'):1
('20', '23', '25', '27', '34', '49'):1
('11', '31', '38', '43', '46', '47'):1
('12', '22', '32', '37', '39', '47'):1
('01', '11', '25', '33', '37', '40'):1
('02', '11', '17', '30', '40', '45'):1
('16', '23', '25', '26', '43', '49'):1
('11', '19', '34', '36', '39', '44'):1
('05', '13', '25', '31', '33', '48'):1
('16', '28', '30', '36', '40', '47'):1
('14', '20', '29', '31', '37', '45'):1
('06', '15', '22', '28', '32', '33'):1
('02', '04', '19', '27', '31', '40'):1
('05', '20', '23', '40', '42', '46'):1
('02', '14', '19', '34', '36', '37'):1
('01', '03', '08', '11', '39', '43'):1
('12', '24', '32', '40', '41', '46'):1
('02', '10', '20', '22', '28', '40'):1
('07', '17', '33', '39', '45', '47'):1
('12', '14', '16', '29', '33', '38'):1
('11', '12', '17', '22', '23', '30'):1
('17', '19', '26', '29', '38', '49'):1
('16', '21', '25', '26', '37', '49'):1
('09', '11', '12', '23', '36', '44'):1
('06', '22', '30', '32', '45', '47'):1
('08', '09', '14', '16', '23', '38'):1
('03', '18', '23', '31', '36', '48'):1
('07', '20', '21', '30', '31', '44'):1
('09', '15', '21', '39', '42', '47'):1
('11', '15', '18', '19', '20', '21'):1
('13', '26', '30', '39', '41', '47'):1
('18', '20', '21', '27', '46', '47'):1
('01', '19', '24', '30', '33', '34'):1
('03', '11', '18', '25', '32', '34'):1
('04', '06', '33', '37', '41', '48'):1
('05', '06', '07', '16', '19', '29'):1
('01', '27', '37', '40', '41', '47'):1
('03', '05', '06', '23', '24', '34'):1
('03', '05', '23', '24', '38', '47'):1
('01', '02', '05', '16', '33', '49'):1
('16', '21', '23', '30', '35', '45'):1
('12', '26', '31', '37', '40', '45'):1
('06', '22', '24', '25', '38', '42'):1
('01', '05', '18', '24', '33', '39'):1
('02', '20', '22', '35', '43', '44'):1
('11', '18', '19', '22', '25', '30'):1
('02', '04', '07', '25', '28', '45'):1
('05', '16', '31', '34', '39', '40'):1
('03', '07', '14', '23', '24', '28'):1
('08', '12', '17', '28', '34', '36'):1
('22', '23', '30', '35', '37', '41'):1
('05', '28', '41', '45', '46', '47'):1
('01', '02', '04', '05', '13', '31'):1
('20', '21', '23', '41', '43', '45'):1
('01', '15', '22', '27', '45', '46'):1
('19', '21', '23', '24', '32', '43'):1
('14', '18', '29', '36', '37', '42'):1
('13', '19', '23', '27', '31', '46'):1
('01', '03', '17', '20', '34', '41'):1
('09', '23', '25', '33', '37', '39'):1
('06', '18', '20', '40', '42', '44'):1
('22', '24', '35', '38', '40', '42'):1
('01', '16', '20', '26', '47', '49'):1
('04', '08', '09', '30', '37', '48'):1
('20', '21', '36', '39', '40', '45'):1
('05', '06', '08', '09', '21', '43'):1
('06', '16', '20', '23', '24', '32'):1
('22', '28', '31', '32', '34', '47'):1
('16', '19', '23', '32', '38', '39'):1
('01', '03', '07', '17', '18', '32'):1
('09', '13', '15', '29', '41', '46'):1
('09', '35', '43', '45', '47', '49'):1
('03', '04', '13', '18', '26', '48'):1
('01', '06', '18', '20', '23', '26'):1
('04', '17', '19', '20', '25', '31'):1
('11', '19', '23', '31', '33', '47'):1
('04', '17', '20', '27', '34', '36'):1
('11', '16', '20', '29', '41', '45'):1
('21', '27', '37', '39', '42', '44'):1
('13', '17', '36', '39', '46', '48'):1
('24', '26', '27', '32', '38', '42'):1
('04', '10', '11', '25', '37', '38'):1
('08', '18', '31', '36', '45', '49'):1
('05', '08', '19', '21', '22', '40'):1
('10', '17', '18', '19', '24', '49'):1
('01', '06', '07', '22', '40', '48'):1
('08', '09', '24', '26', '35', '41'):1
('09', '17', '20', '30', '35', '39'):1
('01', '04', '22', '26', '29', '48'):1
('05', '15', '25', '26', '36', '46'):1
('03', '13', '22', '33', '43', '46'):1
('02', '03', '09', '16', '19', '41'):1
('05', '09', '33', '35', '43', '47'):1
('12', '14', '24', '30', '39', '46'):1
('12', '19', '23', '38', '39', '41'):1
('23', '25', '28', '39', '42', '47'):1
('07', '12', '15', '18', '22', '46'):1
('01', '04', '06', '19', '23', '27'):1
('05', '07', '12', '14', '21', '32'):1
('19', '23', '31', '36', '39', '45'):1
('04', '07', '12', '13', '30', '40'):1
('05', '13', '26', '32', '39', '42'):1
('02', '08', '09', '16', '43', '47'):1
('05', '07', '11', '20', '32', '35'):1
('15', '22', '25', '28', '34', '44'):1
('26', '29', '35', '36', '41', '43'):1
('01', '04', '07', '24', '39', '45'):1
('02', '10', '11', '37', '40', '46'):1
('14', '15', '19', '42', '47', '48'):1
('04', '12', '23', '29', '32', '44'):1
('04', '11', '24', '31', '37', '43'):1
('22', '28', '38', '42', '44', '45'):1
('07', '29', '34', '35', '42', '45'):1
('08', '09', '17', '21', '29', '48'):1
('09', '11', '13', '19', '43', '44'):1
('10', '14', '17', '27', '32', '48'):1
('05', '09', '10', '36', '37', '44'):1
('06', '08', '20', '24', '28', '47'):1
('04', '17', '26', '28', '31', '32'):1
('11', '19', '22', '23', '36', '40'):1
('10', '12', '17', '19', '31', '39'):1
('06', '09', '21', '27', '28', '47'):1
('01', '02', '11', '13', '23', '40'):1
('04', '06', '16', '36', '40', '45'):1
('03', '27', '38', '39', '42', '45'):1
('13', '19', '25', '41', '48', '49'):1
('05', '08', '17', '18', '45', '47'):1
('01', '14', '16', '25', '28', '41'):1
('02', '03', '10', '24', '38', '43'):1
('03', '05', '10', '14', '36', '41'):1
('01', '04', '38', '39', '41', '43'):1
('08', '11', '18', '27', '33', '38'):1
('01', '04', '11', '15', '16', '49'):1
('18', '30', '35', '40', '46', '49'):1
('02', '05', '12', '22', '24', '42'):1
('05', '07', '08', '12', '21', '27'):1
('07', '13', '14', '21', '42', '47'):1
('02', '21', '30', '33', '35', '41'):1
('11', '20', '24', '31', '32', '41'):1
('05', '15', '22', '35', '37', '49'):1
('16', '17', '24', '26', '40', '41'):1
('03', '15', '30', '35', '40', '43'):1
('06', '12', '22', '28', '32', '45'):1
('04', '07', '10', '30', '41', '46'):1
('08', '12', '25', '33', '48', '49'):1
('05', '11', '30', '39', '41', '47'):1
('08', '09', '23', '35', '45', '47'):1
('19', '24', '29', '34', '38', '48'):1
('07', '09', '26', '36', '44', '48'):1
('02', '03', '04', '06', '38', '43'):1
('09', '13', '21', '24', '35', '38'):1
('06', '23', '34', '39', '45', '48'):1
('13', '19', '35', '42', '43', '49'):1
('04', '15', '27', '37', '47', '49'):1
('04', '05', '25', '29', '34', '44'):1
('08', '18', '25', '26', '29', '47'):1
('15', '16', '19', '32', '36', '38'):1
('11', '15', '21', '25', '36', '39'):1
('12', '13', '15', '22', '24', '44'):1
('01', '03', '07', '24', '29', '48'):1
('10', '20', '29', '31', '38', '45'):1
('03', '08', '21', '24', '44', '45'):1
('01', '02', '07', '21', '32', '33'):1
('06', '12', '21', '25', '37', '38'):1
('01', '06', '32', '33', '46', '47'):1
('12', '33', '34', '36', '39', '40'):1
('12', '14', '16', '32', '41', '48'):1
('09', '24', '26', '33', '40', '44'):1
('08', '09', '24', '25', '41', '46'):1
('04', '22', '26', '31', '36', '38'):1
('10', '13', '19', '27', '38', '43'):1
('03', '12', '18', '25', '26', '49'):1
('04', '06', '08', '14', '30', '49'):1
('06', '11', '19', '36', '41', '48'):1
('05', '12', '17', '19', '28', '32'):1
('06', '15', '19', '20', '38', '45'):1
('02', '14', '15', '17', '22', '37'):1
('02', '04', '07', '16', '24', '38'):1
('12', '15', '18', '25', '31', '33'):1
('06', '16', '24', '26', '36', '42'):1
('28', '33', '34', '35', '44', '45'):1
('07', '08', '23', '28', '29', '42'):1
('13', '15', '16', '21', '33', '46'):1
('03', '07', '09', '24', '28', '41'):1
('10', '16', '17', '22', '39', '48'):1
('05', '25', '39', '41', '43', '45'):1
('02', '06', '09', '10', '24', '48'):1
('04', '20', '25', '37', '41', '46'):1
('03', '04', '10', '19', '23', '30'):1
('01', '06', '26', '30', '41', '43'):1
('17', '22', '28', '40', '42', '46'):1
('01', '10', '26', '34', '42', '48'):1
('02', '12', '21', '30', '35', '48'):1
('16', '21', '34', '37', '42', '49'):1
('07', '11', '23', '26', '35', '46'):1
('02', '11', '25', '40', '41', '43'):1
('08', '21', '28', '38', '43', '46'):1
('15', '25', '31', '35', '36', '43'):1
('02', '03', '20', '24', '30', '43'):1
('04', '09', '18', '27', '37', '39'):1
('03', '24', '25', '28', '37', '41'):1
('15', '21', '22', '30', '34', '37'):1
('30', '34', '38', '43', '47', '48'):1
('03', '05', '16', '35', '45', '46'):1
('12', '14', '15', '21', '35', '43'):1
('03', '19', '33', '41', '47', '48'):1
('16', '19', '24', '37', '38', '49'):1
('01', '29', '30', '34', '38', '48'):1
('08', '14', '19', '41', '44', '45'):1
('09', '14', '15', '25', '36', '38'):1
('01', '11', '26', '36', '45', '47'):1
('01', '08', '13', '15', '32', '36'):1
('02', '05', '18', '21', '30', '31'):1
('01', '12', '15', '25', '44', '45'):1
('02', '09', '16', '18', '44', '46'):1
('05', '10', '15', '30', '36', '37'):1
('02', '20', '21', '31', '36', '49'):1
('01', '06', '22', '35', '47', '49'):1
('11', '21', '34', '36', '41', '44'):1
('06', '12', '26', '33', '35', '45'):1
('06', '12', '21', '23', '35', '41'):1
('01', '07', '16', '20', '36', '38'):1
('11', '20', '22', '40', '41', '46'):1
('11', '25', '31', '35', '41', '45'):1
('01', '04', '12', '13', '38', '45'):1
('04', '10', '15', '34', '35', '36'):1
('03', '26', '28', '31', '46', '49'):1
('15', '18', '39', '42', '43', '49'):1
('05', '18', '21', '28', '35', '48'):1
('13', '14', '23', '41', '47', '48'):1
('20', '25', '35', '42', '45', '46'):1
('09', '17', '35', '37', '38', '46'):1
('02', '14', '32', '36', '41', '48'):1
('02', '06', '08', '10', '30', '48'):1
('16', '18', '38', '43', '44', '47'):1
('05', '28', '30', '34', '39', '44'):1
('02', '05', '07', '43', '48', '49'):1
('04', '14', '23', '27', '30', '40'):1
('09', '17', '20', '34', '41', '47'):1
('06', '15', '35', '44', '46', '48'):1
('19', '22', '34', '36', '37', '43'):1
('02', '09', '14', '19', '34', '43'):1
('10', '14', '29', '33', '46', '48'):1
('05', '16', '18', '29', '43', '44'):1
('03', '11', '13', '15', '34', '35'):1
